F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Label
0.4745325270182854,0.5292238649591667,0.4634155598471397,0.5116543821255931,0.6024843099218002,0.6405621183329315,0.6065656440940084,0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,-
0.5292238649591667,0.4634155598471397,0.5116543821255931,0.6024843099218002,0.6405621183329315,0.6065656440940084,0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,-
0.4634155598471397,0.5116543821255931,0.6024843099218002,0.6405621183329315,0.6065656440940084,0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,-
0.5116543821255931,0.6024843099218002,0.6405621183329315,0.6065656440940084,0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,-
0.6024843099218002,0.6405621183329315,0.6065656440940084,0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,-
0.6405621183329315,0.6065656440940084,0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,-
0.6065656440940084,0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,-
0.6423595251677364,0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,-
0.6385940423214391,0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,-
0.6358404356446901,0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,-
0.6101405506816053,0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,-
0.6112079267492037,0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,-
0.6065312282713368,0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,-
0.6096583242886049,0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,-
0.5688271072254377,0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,-
0.5951235638018895,0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,-
0.5774180705667241,0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,-
0.54755649248898,0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,-
0.5827031890108139,0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,-
0.6540204463602355,0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,-
0.582811111490811,0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,-
0.5898790311584741,0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,-
0.5925682442560853,0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,-
0.6120096148740477,0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,-
0.5923341523765522,0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,-
0.5469116886993234,0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,-
0.5406382679608709,0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,-
0.5645035492849385,0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,-
0.5693990569868357,0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,-
0.5292320892874977,0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,-
0.5873014280634997,0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,-
0.5875287465379959,0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,-
0.5478801008311798,0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,-
0.6009687264022432,0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,-
0.5764928284136179,0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,-
0.6085783679526304,0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,0.5598945566513154,-
0.6159701573585421,0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,0.5598945566513154,0.5326899660022189,-
0.581448663242193,0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,0.5598945566513154,0.5326899660022189,0.5412586945950301,-
0.6297529954402898,0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,0.5598945566513154,0.5326899660022189,0.5412586945950301,0.5422744557002728,-
0.5934675679993098,0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,0.5598945566513154,0.5326899660022189,0.5412586945950301,0.5422744557002728,0.5790607415972451,-
0.5884449443053152,0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,0.5598945566513154,0.5326899660022189,0.5412586945950301,0.5422744557002728,0.5790607415972451,0.5651512103003012,-
0.637762106980702,0.660378501543069,0.5857172952474561,0.5826650989669291,0.5591657366285545,0.5341327045739114,0.5598945566513154,0.5326899660022189,0.5412586945950301,0.5422744557002728,0.5790607415972451,0.5651512103003012,0.6016870693086747,-
